Citation,Site,tau_*bf,Slope,D50 (m),Width (m),Depth (m),Discharge (m3/s)
"Trampush et al. (2014) (Lotspeich, 2009)","North Meherrin River near Keysville, VA",0.069272727,0.004,0.0224,,0.64,
"Trampush et al. (2014) (Lotspeich, 2009)","Powells Creek near Turbeville, VA",0.639440559,0.009,0.0013,,0.15,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Ischua Creek Tributary near Machias, NY",0.989429175,0.003,0.0010922,,0.59,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Conewango Creek at Waterboro, NY",0.022463164,0.002,0.055372,,1.03,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Ball Creek at Stow, NY",0.02779798,0.002,0.01905,,0.44,
"Trampush et al. (2014) (Chaplin, 2006)","West Branch French Creek near Lowville, PA",0.058574914,0.001,0.0158,,1.53,
"Trampush et al. (2014) (Chaplin, 2006)","Woodcock Creek at Blooming Valley, PA",0.016793388,0.004,0.11,,0.76,
"Trampush et al. (2014) (Chaplin, 2006)","North Fork Bens Creek at North Fork, PA",0.086914521,0.031,0.0817,,0.38,
"Trampush et al. (2014) (Chaplin, 2006)","Browns Creek near Nineveh, PA",0.038729028,0.001,0.0145,,0.93,
"Trampush et al. (2014) (McCandless, 2003)","Toliver Run trib. Near Hoyes Run, MD",1.699490909,0.023,0.002,,0.24,
"Trampush et al. (2014) (McCandless, 2003)","Youghiogheny River trib. Near Friendsville, MD",0.239508464,0.047,0.029,,0.24,
"Trampush et al. (2014) (McCandless, 2003)","Big Piney Run near Salisbury, PA",0.017386096,0.004,0.119,,0.85,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Beech Creek near Bolton, OH",0.169424618,0.0029,0.01113,,1.07,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Mill Creek near Berlin Center, OH",0.04080402,0.0031,0.04505,,0.98,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","West Branch Mahoning River near Ravenna, OH",0.063957106,0.0039,0.0392,,1.06,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Hinkley Creek at Charlestown, OH",0.060985696,0.0016,0.01294,,0.81,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Wood Run near Woodsfield, OH",0.232051385,0.0397,0.05183,,0.5,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Trail Run near Antioch, OH",0.16257188,0.0051,0.01866,,0.98,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Little Mill Creek near Coshocton, OH",0.075640415,0.0049,0.02872,,0.73,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Little Mill Creek near Coshocton, OH",0.121969396,0.006,0.02917,,0.98,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Etna Creek at Etna, OH",0.120626787,0.0078,0.01517,,0.39,
"Trampush et al. (2014) (Messinger, 2009)","Buck Run at Leopold, WV",0.033080808,0.005,0.036576,,0.4,
"Trampush et al. (2014) (Messinger, 2009)","West Fork Little Kanawha River near Rocksdale, WV",0.042703963,0.001,0.039624,,2.79,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Hayden Run near Haydenville, OH",0.073193825,0.0025,0.0106,,0.51,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Mill Creek near Chauncy, OH",0.130740077,0.0067,0.0142,,0.46,
"Trampush et al. (2014) (Messinger, 2009)","Payne Branch near Oakvale, WV",0.04044858,0.026,0.193548,,0.5,
"Trampush et al. (2014) (Messinger, 2009)","Camp Creek near Camp Creek, WV",0.019927718,0.007,0.166116,,0.78,
"Trampush et al. (2014) (Messinger, 2009)","Anthony Creek near Anthony, WV",0.009324009,0.002,0.178308,,1.37,
"Trampush et al. (2014) (Keaton et al., 2005)","Anthony Creek near Anthony, WV",0.014641736,0.0031,0.176,,1.37,
"Trampush et al. (2014) (Messinger, 2009)","Second Creek near Second Creek, WV",0.021467689,0.005,0.126492,,0.9,
"Trampush et al. (2014) (Messinger, 2009)","Anglins Creek near Nallen, WV",0.078614719,0.001,0.010668,,1.38,
"Trampush et al. (2014) (Messinger, 2009)","Rock Creek near Danville, WV",0.040335268,0.004,0.071628,,1.19,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Big Four Hollow Creek near Lake Hope, OH",0.141440845,0.0091,0.01343,,0.34,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Sandy Run near Lake Hope, OH",0.127908631,0.0014,0.00554,,0.84,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Salt Creek at Tarlton, OH",0.085476483,0.0065,0.04144,,0.9,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Sandusky Creek near Burlington, OH",0.189902681,0.0123,0.01699,,0.43,
"Trampush et al. (2014) (Messinger, 2009)","East Fork Twelvepole Creek near Dunlow, WV",0.011466011,0.001,0.056388,,1.07,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Bull Creek near Adelphi, OH",0.246784323,0.0059,0.01241,,0.86,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Tar Hollow Creek at Tar Hollow State Park, OH",0.276839693,0.0087,0.01103,,0.58,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Higgins Run near Higginsport, OH",0.198257582,0.0504,0.09486,,0.62,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","North Fork Massie Creek at Cedarville, OH",0.019726234,0.0003,0.0084,,0.91,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Wayne Creek at Waynesville, OH",0.181581855,0.0266,0.04898,,0.55,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Bokengehalas Creek near De Graff, OH",0.058418828,0.0021,0.01773,,0.81,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Mad River at Zanesfield, OH",0.078315514,0.0021,0.01169,,0.72,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Beaver Creek near Springfield, OH",0.080821138,0.0017,0.01562,,1.23,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Blake Run near Reily, OH",0.062562436,0.0147,0.03863,,0.27,
"Trampush et al. (2014) (Keaton et al., 2005)","Middle Fork Holston River at Groseclose, VA",0.030025331,0.0035,0.0323,,0.46,
"Trampush et al. (2014) (Keaton et al., 2005)","Cedar Creek near Meadowview, VA",0.076083198,0.0073,0.0514,,0.88,
"Trampush et al. (2014) (Keaton et al., 2005)","Lick Creek near Chatham Hill, VA",0.026140652,0.0036,0.0636,,0.76,
"Trampush et al. (2014) (Keaton et al., 2005)","Brumley Creek at Brumley Gap, VA",0.064996633,0.019,0.135,,0.76,
"Trampush et al. (2014) (Keaton et al., 2005)","Cove Creek near Shelleys, VA",0.087661488,0.0036,0.022,,0.88,
"Trampush et al. (2014) (Keaton et al., 2005)","Big Cedar Creek near Lebanon, VA",0.138348936,0.0066,0.0141,,0.49,
"Trampush et al. (2014) (Williams, 1978)",South Chickamauga Creek below GA-TN state line,0.358974359,0.0025,0.013,,3.08,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Middle Branch Ontonagon River near Paulding,",0.072258272,0.00302,0.021,,0.83,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Galien River near Sawyer, MI",1.8288,0.00045,0.00014,,0.94,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","St. Joseph River at Clarendon, MI",0.1926336,0.00033,0.00075,,0.72,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","St. Joseph River near Burlington, MI",0.356552958,0.0004,0.00063,,0.93,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Coldwater River near Hodunk, MI",0.037085847,0.0021,0.025,,0.73,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Portage River at W Avenue near Vicksburg, MI",0.134573818,0.00047,0.001,,0.47,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Flowerfield Creek near Flowerfield, MI",2.518000661,0.00238,0.00022,,0.38,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","North Branch Pentwater River near Pentwater,",1.106604329,0.00068,0.00021,,0.56,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Big Sable River near Freesoil, MI",1.6711168,0.00088,0.00025,,0.78,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","East Branch Pine River near Tustin, MI",0.110532457,0.00687,0.031,,0.82,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Pigeon River at Afton, MI",0.057613594,0.00318,0.026,,0.78,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","West Branch Stony Creek near Washington, MI",0.089046242,0.00503,0.012,,0.35,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)",North Branch Clinton River at 33 Mile Road n,0.023156883,0.00195,0.021,,0.41,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","North Branch Clinton River near Meade, MI",0.171242182,0.00162,0.009,,1.57,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Portage River at Tiplady Road near Pinckney,",0.498277512,0.0005,0.00038,,0.62,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Unamed Trib to lost creek near Farmer, OH",0.137638898,0.0018,0.00703,,0.89,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Neff Run near Litchfield, OH",0.136675516,0.0067,0.00978,,0.33,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","North Fork at Bath Center, OH",0.094647371,0.0064,0.02823,,0.69,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Yellow Creek at Botzum, OH",0.054649385,0.005,0.05983,,1.08,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Little Tonawanda Creek Tributary near Batavia, NY",9.090909091,0.003,0.0000508,,0.25,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Northrup Creek at North Greece, NY",0.050063425,0.006,0.05461,,0.75,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Stony Brook Tributary at South Dansville, NY",0.072063097,0.014,0.037084,,0.31,
"Trampush et al. (2014) (Mulvihil et al., 2009)","East Branch Allen Creek at Pittsford, NY",0.329186603,0.003,0.004826,,0.87,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Second Creek Tributary at Alton, NY",4.412121212,0.007,0.000508,,0.53,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Catherine Creek at Montour Falls, NY",0.099760766,0.0075,0.038608,,0.85,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Cayuga Inlet neat Ithaca, NY",0.066274253,0.004,0.035306,,0.97,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Canandaigua Outlet tributary near Alloway, NY",12.84848485,0.004,0.0001016,,0.54,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Butternut Creek near Jamesville, NY",0.034305317,0.005,0.040386,,0.46,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Buck Creek near Inlet, NY",0.206451613,0.033,0.047244,,0.49,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Moose River at McKeever, NY",0.085470085,0.001,0.019812,,2.79,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Tributary to Mill Creek Tributary near Lowville, NY",0.147593583,0.023,0.025908,,0.27,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Plum Brook near Grantsville, NY",0.031919192,0.002,0.04572,,1.2,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Hopkinton Brook at Hopkinton, NY",0.093364876,0.014,0.068326,,0.75,
"Trampush et al. (2014) (Mulvihil et al., 2009)","West Branch Au Sable River near Lake Placid, NY",0.633333333,0.001,0.002032,,2.12,
"Trampush et al. (2014) (Mulvihil et al., 2009)","East Branch Au Sable River at Au Sable Forks, NY",0.033361134,0.002,0.055372,,1.52,
"Trampush et al. (2014) (Foster, 2012)","Crow Creek near Tipperary, WY",0.042719342,0.013,0.0995,,0.54,
"Trampush et al. (2014) (Williams, 1978)","Muddy Creek near Shoshoni, WY",0.563101604,0.0039,0.0034,,0.81,
"Trampush et al. (2014) (Foster, 2012)","East Fork Big Goose Creek near Big Horn, WY",0.042270122,0.021,0.1863,,0.62,
"Trampush et al. (2014) (Foster, 2012)","West Fork Big Goose Creek near Big Horn, WY",0.036225188,0.02,0.1744,,0.52,
"Trampush et al. (2014) (Chase, 2004)","Tongue River at Tongue River Dam, near Decker, MT",0.027709091,0.002,0.04,,0.91,
"Trampush et al. (2014) (Chase, 2004)","Prairie Dog Creek near Birney, MT",0.094042975,0.004,0.0055,,0.21,
"Trampush et al. (2014) (Chase, 2004)","Tongue River below Brandenberg near Ashland, MT",1.2192,0.002,0.001,,1.01,
"Trampush et al. (2014) (Chase, 2004)","Tongue River at Miles City, MT",10.02805195,0.001,0.00007,,1.16,
Trampush et al. (2014) (Andrews 1984),"Little Grizzly Creek above Hebron, CO",0.029030303,0.0023,0.023,,0.479,
"Trampush et al. (2014) (Foster, 2012)","Michigan River near Cameron Pass, CO",0.054333276,0.017,0.063,,0.33,
"Trampush et al. (2014) (Williams, 1978)","Sweetwater River near Alcova, WY",0.693333333,0.0008,0.001,,1.43,
"Trampush et al. (2014) (Foster, 2012)","Deer Creek in Canyon near Glenrock, WY",0.015853988,0.003,0.0783,,0.68,
Trampush et al. (2014) (Torizzo and pitlick 2004),"South Clear Creek, CO",0.292027972,0.0432,0.052,,0.58,
Trampush et al. (2014) (Torizzo and pitlick 2004),"North Saint Vrain, CO",0.075483871,0.0117,0.062,,0.66,
"Trampush et al. (2014) (Williams, 1978)","South Fork Cache LaPoudre River near Rustic, CO",0.012606061,0.0048,0.15,,0.65,
Trampush et al. (2014) (Torizzo and pitlick 2004),"Halfmoon Creek – Gage site, CO",0.200774411,0.0178,0.036,,0.67,
Trampush et al. (2014) (Torizzo and pitlick 2004),"Clear Creek, CO",0.068913525,0.0063,0.041,,0.74,
Trampush et al. (2014) (Andrews 1984),Chalk creek near Nathrop,0.062317291,0.019,0.085,,0.46,
"Trampush et al. (2014) (Williams, 1978)","Rio Chiquito near Talpa, NM",0.19630303,0.0237,0.03,,0.41,
Trampush et al. (2014) (Torizzo and pitlick 2004),"Colorado River, CO",0.023715415,0.001,0.023,,0.9,
Trampush et al. (2014) (Andrews 1984),East inlet creek near grand lake,0.033408843,0.0046,0.061,,0.731,
Trampush et al. (2014) (Andrews 1984),stillwater creek above granby reservoir,0.043333333,0.011,0.052,,0.338,
Trampush et al. (2014) (Andrews 1984),little muddy creek near parshall,0.046982323,0.0061,0.024,,0.305,
Trampush et al. (2014) (Torizzo and pitlick 2004),"South Fork Williams Fork, CO",0.079543487,0.0163,0.077,,0.62,
Trampush et al. (2014) (Torizzo and pitlick 2004),"Williams Fork downstream Leal, CO",0.035659824,0.0038,0.031,,0.48,
"Trampush et al. (2014) (Williams, 1978)","Keystone Gulch near Dillon, CO",0.216842105,0.0412,0.038,,0.33,
"Trampush et al. (2014) (Williams, 1978)","Rock Creek near Toponas, CO",0.048170595,0.0037,0.027,,0.58,
Trampush et al. (2014) (Torizzo and pitlick 2004),"Rock Creek, CO",0.060536131,0.0049,0.026,,0.53,
Trampush et al. (2014) (Andrews 1984),"North Fork Fryingpan River above Cunningham Creek near Norrie, CO",0.038450075,0.01,0.061,,0.387,
Trampush et al. (2014) (Andrews 1984),Cunningham creek near Norrie,0.061936118,0.0092,0.037,,0.411,
"Trampush et al. (2014) (Elliott and Cartier, 1986)",Parachute Creek near Grand Valley,0.641431617,0.0074,0.00867,,1.24,
"Trampush et al. (2014) (Elliott and Cartier, 1986)",Dry Fork near DeBeque,0.274688057,0.0069,0.0102,,0.67,
"Trampush et al. (2014) (Williams, 1978)","East River at Almont, CO",0.046405594,0.0063,0.13,,1.58,
"Trampush et al. (2014) (Williams, 1978)","Lake Fork at Gateview, CO",0.014787879,0.0061,0.19,,0.76,
"Trampush et al. (2014) (Foster, 2012)","East Fork River near Big Sandy, WY",0.060071617,0.016,0.1048,,0.65,
"Trampush et al. (2014) (Williams, 1978)","Elk River at Clark, CO",0.039625823,0.0073,0.115,,1.03,
Trampush et al. (2014) (Andrews 1984),Yampa river near Hayden,0.030658307,0.0018,0.058,,1.63,
Trampush et al. (2014) (Andrews 1984),williams fork at mouth near hamilton,0.043636364,0.002,0.045,,1.62,
"Trampush et al. (2014) (Foster, 2012)","Little Snake River near Slater, CO",0.033810689,0.008,0.132,,0.92,
"Trampush et al. (2014) (Foster, 2012)","Battle Creek near Encampment, WY",0.0545645,0.013,0.0779,,0.54,
Trampush et al. (2014) (Andrews 1984),little snake river near dixon,0.034285714,0.0024,0.07,,1.65,
"Trampush et al. (2014) (Foster, 2012)","Willow Creek near Dixon, WY",0.017936175,0.003,0.0482,,0.48,
"Trampush et al. (2014) (Elliott and Cartier, 1986)",Piceance Creek below Rio Blanco,0.575985418,0.0024,0.00399,,1.58,
"Trampush et al. (2014) (Elliott and Cartier, 1986)",Middle Fork Stewart Gulch near Rio Blanco,8.727272727,0.0116,0.00058,,0.72,
"Trampush et al. (2014) (Elliott and Cartier, 1986)",Stewart Gulch above West Fork near Rio Blanco,1.931818182,0.0085,0.00192,,0.72,
"Trampush et al. (2014) (Elliott and Cartier, 1986)",West Fork Stewart Gulch near Rio Blanco,3.034482759,0.0198,0.00087,,0.22,
"Trampush et al. (2014) (Elliott and Cartier, 1986)","West Fork Stewart Gulch at mouth, near Rio Blanco",2.558851675,0.0191,0.00095,,0.21,
"Trampush et al. (2014) (Elliott and Cartier, 1986)",Sorgum Gulch at mouth near Rio Blanco,0.75974026,0.0195,0.0014,,0.09,
"Trampush et al. (2014) (Elliott and Cartier, 1986)",Piceance Creek below Gardenhire Gulch,1.744494122,0.0049,0.00366,,2.15,
"Trampush et al. (2014) (Elliott and Cartier, 1986)",Scandard Gulch near Rio Blanco,3.588383838,0.0196,0.00096,,0.29,
"Trampush et al. (2014) (Elliott and Cartier, 1986)",Scandard Gulch at mouth near Rio Blanco,2.497427101,0.0168,0.00053,,0.13,
"Trampush et al. (2014) (Elliott and Cartier, 1986)",Willow Creek near Rio Blanco,1.256941508,0.0049,0.00215,,0.91,
"Trampush et al. (2014) (Elliott and Cartier, 1986)",Black Sulphur Creek near Rio Blanco,0.136148212,0.0006,0.00211,,0.79,
"Trampush et al. (2014) (Elliott and Cartier, 1986)",Corral Gulch below Water Gulch near Rangely,2.433406227,0.0254,0.00291,,0.46,
"Trampush et al. (2014) (Elliott and Cartier, 1986)",Box Elder Gulch near Rangely,1.261759561,0.0157,0.00641,,0.85,
"Trampush et al. (2014) (Lawlor, 2004)","Cayuse Creek near Trego, MT",0.110538416,0.035,0.031,,0.16,
"Trampush et al. (2014) (Lawlor, 2004)","Deep Creek near Fortine, MT",0.116114286,0.011,0.028,,0.49,
"Trampush et al. (2014) (Lawlor, 2004)","Richards Creek near Libby, MT",0.064008,0.033,0.06,,0.19,
"Trampush et al. (2014) (Lawlor, 2004)","Wolf Creek near Libby, MT",0.02638961,0.01,0.105,,0.46,
"Trampush et al. (2014) (Lawlor, 2004)","Shaughnessy Creek near Libby, MT",0.549563636,0.049,0.014,,0.26,
"Trampush et al. (2014) (Lawlor, 2004)","Granite Creek near Libby, MT",0.076577851,0.024,0.11,,0.58,
"Trampush et al. (2014) (Lawlor, 2004)","Flower Creek near Libby, MT",0.139653818,0.042,0.1,,0.55,
"Trampush et al. (2014) (Lawlor, 2004)","Blacktail Creek near Yank, MT",0.082335584,0.026,0.07,,0.37,
"Trampush et al. (2014) (Lawlor, 2004)","Zulu Creek near Yaak, MT",0.097952821,0.022,0.039,,0.29,
"Trampush et al. (2014) (Lawlor, 2004)","Racetrack Creek below Granite Creek, near Anaconda, MT",0.547076923,0.007,0.0052,,0.67,
"Trampush et al. (2014) (Lawlor, 2004)","Clark Fork tributary near Drummond, MT",13.94392962,0.012,0.000062,,0.12,
"Trampush et al. (2014) (Lawlor, 2004)","Edwards Gulch at Drummond, MT",72.96727273,0.031,0.000062,,0.24,
"Trampush et al. (2014) (Lawlor, 2004)","Monture Creek at Lolo National Forest boundary, near Ovando, MT",0.038792727,0.004,0.04,,0.64,
"Trampush et al. (2014) (Lawlor, 2004)","Deer Creek near Seely Lake, MT",0.044107189,0.008,0.0325,,0.3,
"Trampush et al. (2014) (Lawlor, 2004)","Clearwater River near Clearwater, MT",0.024384,0.003,0.05,,0.67,
"Trampush et al. (2014) (Lawlor, 2004)","West Twin Creek near Bonner, MT",0.254,0.05,0.08,,0.67,
"Trampush et al. (2014) (Lawlor, 2004)","Marshall Creek near Missoula, MT",0.128077576,0.06,0.045,,0.16,
"Trampush et al. (2014) (Lawlor, 2004)","Trapper Creek near Connor, MT",0.092363636,0.015,0.06,,0.61,
"Trampush et al. (2014) (Lawlor, 2004)","Burke Gulch near Darby, MT",1.847272727,0.05,0.006,,0.37,
"Trampush et al. (2014) (Lawlor, 2004)","Skalkaho Creek near Hamilton, MT",0.046181818,0.02,0.16,,0.61,
"Trampush et al. (2014) (Lawlor, 2004)","Kootenai Creek near Stevensville, MT",0.068405069,0.047,0.165,,0.4,
"Trampush et al. (2014) (Lawlor, 2004)","Eightmile Creek near Florence, MT",0.648165869,0.01,0.0057,,0.61,
"Trampush et al. (2014) (Lawlor, 2004)","Lolo Creek above Sleeman Creek near Lolo, MT",0.016625455,0.004,0.08,,0.55,
"Trampush et al. (2014) (Lawlor, 2004)","Hayes Creek near Missoula, MT",0.69088,0.051,0.015,,0.34,
"Trampush et al. (2014) (Lawlor, 2004)","Dry Creek near Superior, MT",0.060036364,0.013,0.052,,0.4,
"Trampush et al. (2014) (Lawlor, 2004)","East Fork Timber Creek near Haugan, MT",0.393099636,0.014,0.005,,0.23,
"Trampush et al. (2014) (Lawlor, 2004)","Big Creek at Big Creek Ranger Station near Columbia Falls, MT",0.06226762,0.012,0.089,,0.76,
"Trampush et al. (2014) (Lawlor, 2004)","North Fork Lost Creek near Swan Lake, MT",0.023198309,0.01,0.215,,0.82,
"Trampush et al. (2014) (Lawlor, 2004)","Valley Creek near Arlee, MT",0.157018182,0.03,0.06,,0.52,
"Trampush et al. (2014) (Lawlor, 2004)","White Pine Creek near Trout Creek, MT",0.124850157,0.028,0.058,,0.43,
"Trampush et al. (2014) (Emmett, 1975)","Thomson Creek nr Clayton, ID",0.346439344,0.052,0.0305,,0.34,
"Trampush et al. (2014) (Williams, 1978)","Fall Creek near Lowell, OR",0.019338843,0.0026,0.066,,0.81,
"Trampush et al. (2014) (Williams, 1978)","Luckiamute River near Hoskins, OR",0.011380471,0.0013,0.045,,0.65,
"Trampush et al. (2014) (Williams, 1978)","Nestucca River near Beaver, OR",0.003422222,0.00021,0.045,,1.21,
"Trampush et al. (2014) (Emmett, 1972)","Hess Creek near Livengood, AK",0.369454545,0.002,0.0115,,3.51,
"Trampush et al. (2014) (McCandless, 2003)","Crabtree Creek near Swanton, MD",0.091546259,0.028,0.113,,0.61,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Sturgeon River near Wolverine, MI",0.058773848,0.00396,0.029,,0.71,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Little Tonawanda Creek at Linden, NY",0.027272727,0.001,0.018288,,0.82,
"Trampush et al. (2014) (Foster, 2012)","East Fork Wind River near Dubois, WY",0.068507553,0.012,0.0851,,0.8,
"Trampush et al. (2014) (Emmett, 1972)","Tanana River at Nenana, AK",15.60945455,0.0001,0.00002,,5.15,
"Trampush et al. (2014) (Chase, 2004)","Otter Creek at Ashland, MT",1.293090909,0.0003,0.00006,,0.43,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Wanadoga Creek near Battle Creek, MI",0.190005195,0.00006,0.00007,,0.37,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Middle Branch Black River near South Haven,",4.229228283,0.00065,0.00009,,0.97,
"Trampush et al. (2014) (Chase, 2004)","Tongue River at State Line, near Decker, MT",7.389090909,0.001,0.0001,,1.22,
"Trampush et al. (2014) (Lotspeich, 2009)","Buffalo Creek near Hampden Sydney, VA",12.192,0.002,0.0001,,1.01,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Irondequoit Creek above Blossom Rd near Rochester, NY",4.795454545,0.0005,0.0001016,,1.61,
"Trampush et al. (2014) (Lotspeich, 2009)","Fine Creek at Fine Creek Mills, VA",2.309090909,0.001,0.0002,,0.76,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Tiffin River at Stryker, OH",0.710760173,0.0001,0.00021,,2.46,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Rabbit River near Hopkins, MI",1.218878735,0.00056,0.00023,,0.83,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Prairie River near Nottawa, MI",0.470685091,0.00049,0.00025,,0.4,
"Trampush et al. (2014) (Mulvihil et al., 2009)","Glowegee Creek at West Milton, NY",2.909090909,0.001,0.000254,,1.22,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Red Cedar River near Williamston, MI",0.66809697,0.00035,0.00027,,0.85,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Deer Creek near Dansville, MI",1.138104727,0.00061,0.0003,,0.92,
"Trampush et al. (2014) (McCandless and Everett, 2002)","Hawlings River near Sandy Spring, MD",4.515555556,0.0022,0.00036,,1.22,
"Trampush et al. (2014) (Williams, 1978)","San Francisco River near Reserve, NM",7.214545455,0.0064,0.0005,,0.93,
"Trampush et al. (2014) (McCandless and Everett, 2002)","Beaverdam Run at Cockeysville, MD",0.891382395,0.0008,0.00063,,1.16,
"Trampush et al. (2014) (McCandless and Everett, 2002)","Little Patuxent River at Guilford, MD",0.650448143,0.0005,0.00071,,1.52,
"Trampush et al. (2014) (Emmett, 1972)","Chena River at Fairbanks, AK",1.040938182,0.0007,0.001,,2.45,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Kalamazoo River near Marengo, MI",0.2852928,0.00078,0.001,,0.6,
"Trampush et al. (2014) (McCandless and Everett, 2002)","Northwest Branch Anacostia River near Colesville, MD",1.361750603,0.0017,0.00113,,1.49,
"Trampush et al. (2014) (Lotspeich, 2009)","Mechums River near White Hall, VA",0.68759596,0.001,0.0018,,2.04,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Mill Creek near Avoca, MI",0.103632,0.00022,0.002,,1.55,
"Trampush et al. (2014) (Williams, 1978)","White River near Soldier Summit, UT",0.392817059,0.0025,0.0027,,0.7,
"Trampush et al. (2014) (McCandless and Everett, 2002)","Seneca Creek at Dawsonville, MD",0.548307099,0.0014,0.00283,,1.83,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)",Pine River at High School Bridge near Hoxeyv,0.532667248,0.00259,0.003,,1.02,
"Trampush et al. (2014) (Cinotto, 2003)","Crum Creek near Newtown Square, PA",0.322118182,0.002,0.0032,,0.85,
"Trampush et al. (2014) (Elliott and Cartier, 1986)","Corral Gulch near Rangely, CO",0.82594697,0.0089,0.0032,,0.49,
"Trampush et al. (2014) (Sherwood and Huitger, 2005)","Eagle Creek at Phalanx Station, OH",0.101244755,0.0005,0.00416,,1.39,
"Trampush et al. (2014) (McCandless and Everett, 2002)","Western Run at Western Run, MD",0.435058624,0.0024,0.00428,,1.28,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","Sashabaw Creek near Drayton Plains, MI",0.044356713,0.00069,0.005,,0.53,
"Trampush et al. (2014) (Williams, 1978)","Tygart Valley River near Daily, WV",0.20969697,0.001,0.005,,1.73,
"Trampush et al. (2014) (Elliott and Cartier, 1986)","Yellow Creek near White River, CO",0.950427902,0.0081,0.00563,,1.09,
"Trampush et al. (2014) (Rachol and Boley-Morse, 2009)","South Branch Flint River near Columbiaville,",0.02522143,0.00032,0.006,,0.78,
"Trampush et al. (2014) (McCandless and Everett, 2002)","Cranberry Branch near Westminster, MD",0.269900925,0.0061,0.00668,,0.49,
